,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Total Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Active Cases/1M pop,Date,Country Code
132,Suriname,79336.0,57.0,1328.0,,49401.0,1.0,28607.0,,133059.0,2227.0,235950.0,395724.0,596249.0,South America,8.0,449.0,3.0,47978.0,2022-05-03,SUR
133,Channel Islands,74383.0,259.0,169.0,2.0,73224.0,431.0,990.0,,420730.0,956.0,1252808.0,7086219.0,176795.0,Europe,2.0,1046.0,0.0,5600.0,2022-05-03,
134,French Polynesia,72746.0,,648.0,,,,,7.0,256257.0,2283.0,,,283879.0,Australia/Oceania,4.0,438.0,,135966.0,2022-05-03,PYF
135,Barbados,70793.0,334.0,398.0,1.0,66662.0,712.0,3733.0,,245793.0,1382.0,651301.0,2261313.0,288019.0,North America,4.0,724.0,0.0,12961.0,2022-05-03,BRB
136,Eswatini,70678.0,62.0,1397.0,,68969.0,31.0,312.0,11.0,59788.0,1182.0,1015834.0,859316.0,1182142.0,Africa,17.0,846.0,1.0,264.0,2022-05-03,SWZ
137,Fiji,64646.0,4.0,862.0,,62791.0,,993.0,,71170.0,949.0,508091.0,559368.0,908331.0,Australia/Oceania,14.0,1054.0,2.0,1093.0,2022-05-03,FJI
138,Madagascar,64181.0,,1391.0,,59370.0,,3420.0,14.0,2214.0,48.0,426220.0,14701.0,28992875.0,Africa,452.0,20843.0,68.0,118.0,2022-05-03,MDG
139,Guyana,63484.0,7.0,1228.0,,62143.0,6.0,113.0,1.0,80005.0,1548.0,598281.0,753980.0,793497.0,South America,12.0,646.0,1.0,142.0,2022-05-03,GUY
140,Sudan,62117.0,,4931.0,,,,,,1359.0,108.0,562941.0,12312.0,45721722.0,Africa,736.0,9272.0,81.0,369.0,2022-05-03,SDN
141,New Caledonia,60517.0,166.0,312.0,,60102.0,129.0,103.0,9.0,208306.0,1074.0,98964.0,340644.0,290520.0,Australia/Oceania,5.0,931.0,3.0,355.0,2022-05-03,NCL
142,Bhutan,59274.0,27.0,21.0,,58623.0,270.0,630.0,1.0,75302.0,27.0,2300918.0,2923089.0,787153.0,Asia,13.0,37483.0,0.0,800.0,2022-05-03,BTN
143,Mauritania,58694.0,1.0,982.0,,57695.0,1.0,17.0,,12044.0,202.0,804490.0,165086.0,4873160.0,Africa,83.0,4962.0,6.0,3.0,2022-05-03,MRT
144,Belize,57497.0,38.0,676.0,,56604.0,36.0,217.0,6.0,139953.0,1645.0,539513.0,1313220.0,410832.0,North America,7.0,608.0,1.0,528.0,2022-05-03,BLZ
145,Cabo Verde,56028.0,3.0,401.0,,55556.0,6.0,71.0,23.0,98809.0,707.0,400982.0,707154.0,567036.0,Africa,10.0,1414.0,1.0,125.0,2022-05-03,CPV
146,Syria,55825.0,4.0,3150.0,,52201.0,22.0,474.0,,3054.0,172.0,146269.0,8002.0,18278163.0,Asia,327.0,5803.0,125.0,26.0,2022-05-03,SYR
147,Gabon,47602.0,,304.0,,47285.0,,13.0,,20502.0,131.0,1593622.0,686378.0,2321785.0,Africa,49.0,7637.0,1.0,6.0,2022-05-03,GAB
148,Papua New Guinea,43821.0,,650.0,,43133.0,,38.0,7.0,4734.0,70.0,249149.0,26915.0,9257040.0,Australia/Oceania,211.0,14242.0,37.0,4.0,2022-05-03,PNG
149,Seychelles,42474.0,,166.0,,41727.0,,581.0,,427042.0,1669.0,,,99461.0,Africa,2.0,599.0,,5841.0,2022-05-03,SYC
150,Curaçao,42241.0,,274.0,,41612.0,,355.0,3.0,255509.0,1657.0,496693.0,3004416.0,165321.0,North America,4.0,603.0,0.0,2147.0,2022-05-03,CUW
151,Andorra,41349.0,,153.0,,40689.0,,507.0,14.0,533597.0,1974.0,249838.0,3224091.0,77491.0,Europe,2.0,506.0,0.0,6543.0,2022-05-03,AND
152,Burundi,39998.0,155.0,38.0,,773.0,,39187.0,,3190.0,3.0,345742.0,27575.0,12538337.0,Africa,313.0,329956.0,36.0,3125.0,2022-05-03,BDI
153,Mauritius,37691.0,6.0,990.0,,35962.0,,739.0,,29547.0,776.0,358675.0,281175.0,1275629.0,Africa,34.0,1289.0,4.0,579.0,2022-05-03,MUS
154,Mayotte,37363.0,,187.0,,2964.0,,34212.0,,131166.0,656.0,176919.0,621089.0,284853.0,Africa,8.0,1523.0,2.0,120104.0,2022-05-03,MYT
155,Togo,36991.0,2.0,273.0,,36693.0,4.0,25.0,,4285.0,32.0,731018.0,84671.0,8633587.0,Africa,233.0,31625.0,12.0,3.0,2022-05-03,TGO
156,Guinea,36459.0,,440.0,,35976.0,,43.0,8.0,2645.0,32.0,660107.0,47889.0,13784209.0,Africa,378.0,31328.0,21.0,3.0,2022-05-03,GIN
157,Aruba,34846.0,,212.0,,34516.0,,118.0,3.0,323863.0,1970.0,177885.0,1653283.0,107595.0,North America,3.0,508.0,1.0,1097.0,2022-05-03,ABW
158,Faeroe Islands,34658.0,,28.0,,7693.0,,26937.0,5.0,704388.0,569.0,778000.0,15812044.0,49203.0,Europe,1.0,1757.0,0.0,547467.0,2022-05-03,FRO
159,Tanzania,33872.0,,803.0,,,,,7.0,539.0,13.0,,,62845449.0,Africa,1855.0,78263.0,,523.0,2022-05-03,TZA
160,Bahamas,33582.0,19.0,798.0,,32368.0,6.0,416.0,,83930.0,1994.0,229817.0,574372.0,400119.0,North America,12.0,501.0,2.0,1040.0,2022-05-03,BHS
161,Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15143.0,321.0,431221.0,198416.0,2173321.0,Africa,66.0,3118.0,5.0,3708.0,2022-05-03,LSO
162,Mali,30850.0,10.0,732.0,,29942.0,31.0,176.0,,1447.0,34.0,667082.0,31293.0,21317411.0,Africa,691.0,29122.0,32.0,8.0,2022-05-03,MLI
163,Haiti,30697.0,,835.0,,29522.0,,340.0,,2633.0,72.0,132422.0,11360.0,11656845.0,North America,380.0,13960.0,88.0,29.0,2022-05-03,HTI
164,Isle of Man,28416.0,,87.0,,26794.0,,1535.0,,330973.0,1013.0,150753.0,1755882.0,85856.0,Europe,3.0,987.0,1.0,17879.0,2022-05-03,IMN
165,Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2122.0,13.0,604310.0,47569.0,12703894.0,Africa,471.0,77938.0,21.0,101.0,2022-05-03,BEN
166,Somalia,26485.0,,1350.0,,13182.0,,11953.0,,1586.0,81.0,400466.0,23974.0,16704050.0,Africa,631.0,12373.0,42.0,716.0,2022-05-03,SOM
167,Congo,24079.0,,385.0,,20178.0,,3516.0,,4176.0,67.0,347815.0,60317.0,5766483.0,Africa,239.0,14978.0,17.0,610.0,2022-05-03,COG
168,Saint Lucia,23459.0,23.0,368.0,,22917.0,4.0,174.0,,126694.0,1987.0,143281.0,773810.0,185163.0,North America,8.0,503.0,1.0,940.0,2022-05-03,LCA
169,Timor-Leste,22871.0,1.0,130.0,,22723.0,7.0,18.0,,16763.0,95.0,262824.0,192633.0,1364379.0,Asia,60.0,10495.0,5.0,13.0,2022-05-03,TLS
170,Cayman Islands,22223.0,,27.0,,8553.0,,13643.0,1.0,331025.0,402.0,222773.0,3318333.0,67134.0,North America,3.0,2486.0,0.0,203220.0,2022-05-03,CYM
171,Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,950.0,17.0,248995.0,11343.0,21951433.0,Africa,1053.0,57464.0,88.0,1.0,2022-05-03,BFA
172,Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2732.0,33.0,,,6768755.0,North America,366.0,30083.0,,2074.0,2022-05-03,NIC
173,Gibraltar,17837.0,,102.0,,16579.0,,1156.0,,529712.0,3029.0,534283.0,15866807.0,33673.0,Europe,2.0,330.0,0.0,34330.0,2022-05-03,GIB
174,South Sudan,17483.0,4.0,138.0,,13514.0,,3831.0,1.0,1529.0,12.0,381528.0,33368.0,11433834.0,Africa,654.0,82854.0,30.0,335.0,2022-05-03,SSD
175,Tajikistan,17388.0,,124.0,,17264.0,,0.0,,1751.0,12.0,,,9929452.0,Asia,571.0,80076.0,,,2022-05-03,TJK
176,Liechtenstein,17214.0,11.0,84.0,,17031.0,15.0,99.0,1.0,449123.0,2192.0,102174.0,2665780.0,38328.0,Europe,2.0,456.0,0.0,2583.0,2022-05-03,LIE
177,San Marino,16476.0,48.0,115.0,,16059.0,93.0,302.0,4.0,483706.0,3376.0,152231.0,4469233.0,34062.0,Europe,2.0,296.0,0.0,8866.0,2022-05-03,SMR
178,Equatorial Guinea,15907.0,1.0,183.0,,15698.0,3.0,26.0,5.0,10696.0,123.0,310972.0,209091.0,1487259.0,Africa,93.0,8127.0,5.0,17.0,2022-05-03,GNQ
179,Solomon Islands,15677.0,,141.0,,14109.0,,1427.0,2.0,21844.0,196.0,5117.0,7130.0,717690.0,Australia/Oceania,46.0,5090.0,140.0,1988.0,2022-05-03,SLB
180,Djibouti,15631.0,,189.0,,15427.0,,15.0,,15411.0,186.0,305941.0,301632.0,1014285.0,Africa,65.0,5367.0,3.0,15.0,2022-05-03,DJI
181,Grenada,14743.0,,220.0,,14111.0,,412.0,4.0,129921.0,1939.0,150740.0,1328375.0,113477.0,North America,8.0,516.0,1.0,3631.0,2022-05-03,GRD
182,CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2940.0,23.0,81294.0,16313.0,4983380.0,Africa,340.0,44101.0,61.0,1541.0,2022-05-03,CAF
183,Bermuda,13488.0,,131.0,,12981.0,,376.0,,218051.0,2118.0,876273.0,14166109.0,61857.0,North America,5.0,472.0,0.0,6079.0,2022-05-03,BMU
184,Dominica,12161.0,,63.0,,12025.0,,73.0,,168172.0,871.0,191084.0,2642457.0,72313.0,North America,6.0,1148.0,0.0,1010.0,2022-05-03,DMA
185,Gambia,11995.0,,365.0,,11591.0,,39.0,,4721.0,144.0,155686.0,61274.0,2540819.0,Africa,212.0,6961.0,16.0,15.0,2022-05-03,GMB
186,Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210202.0,369.0,164926.0,2895979.0,56950.0,North America,5.0,2712.0,0.0,161352.0,2022-05-03,GRL
187,Yemen,11818.0,1.0,2149.0,,9009.0,,660.0,23.0,381.0,69.0,265253.0,8549.0,31027427.0,Asia,2625.0,14438.0,117.0,21.0,2022-05-03,YEM
188,Monaco,11801.0,23.0,54.0,,11638.0,15.0,109.0,4.0,296873.0,1358.0,54960.0,1382607.0,39751.0,Europe,3.0,736.0,1.0,2742.0,2022-05-03,MCO
189,Saint Martin,10462.0,,63.0,,1399.0,,9000.0,7.0,262390.0,1580.0,112382.0,2818569.0,39872.0,North America,4.0,633.0,0.0,225722.0,2022-05-03,MAF
190,Tonga,10452.0,42.0,11.0,,9127.0,128.0,1314.0,,96879.0,102.0,470236.0,4358597.0,107887.0,Australia/Oceania,10.0,9808.0,0.0,12179.0,2022-05-03,TON
191,Sint Maarten,10065.0,,86.0,,9913.0,,66.0,10.0,229968.0,1965.0,62056.0,1417872.0,43767.0,North America,4.0,509.0,1.0,1508.0,2022-05-03,SXM
192,Eritrea,9734.0,,103.0,,9631.0,,0.0,,2677.0,28.0,23693.0,6516.0,3636219.0,Africa,374.0,35303.0,153.0,,2022-05-03,ERI
193,Caribbean Netherlands,9729.0,72.0,34.0,,9619.0,89.0,76.0,,364806.0,1275.0,30126.0,1129626.0,26669.0,North America,3.0,784.0,1.0,2850.0,2022-05-03,BES
194,Samoa,9592.0,618.0,19.0,1.0,1605.0,,7968.0,4.0,47763.0,95.0,65949.0,328389.0,200826.0,Australia/Oceania,21.0,10570.0,3.0,39676.0,2022-05-03,WSM
195,Niger,8943.0,11.0,309.0,,8524.0,7.0,110.0,1.0,347.0,12.0,250490.0,9706.0,25808567.0,Africa,2886.0,83523.0,103.0,4.0,2022-05-03,NER
196,Guinea-Bissau,8202.0,,171.0,,7528.0,,503.0,6.0,3995.0,83.0,134285.0,65407.0,2053070.0,Africa,250.0,12006.0,15.0,245.0,2022-05-03,GNB
197,Comoros,8100.0,,160.0,,7933.0,,7.0,,8965.0,177.0,,,903482.0,Africa,112.0,5647.0,,8.0,2022-05-03,COM
198,Sierra Leone,7681.0,,125.0,,,,,,928.0,15.0,259958.0,31420.0,8273700.0,Africa,1077.0,66190.0,32.0,331.0,2022-05-03,SLE
199,Antigua and Barbuda,7626.0,,136.0,,7443.0,,47.0,1.0,76710.0,1368.0,18901.0,190126.0,99413.0,North America,13.0,731.0,5.0,473.0,2022-05-03,ATG
200,Vanuatu,7527.0,63.0,13.0,,6899.0,,615.0,3.0,23502.0,41.0,24976.0,77984.0,320272.0,Australia/Oceania,43.0,24636.0,13.0,1920.0,2022-05-03,VUT
201,Liberia,7434.0,,294.0,,5747.0,,1393.0,2.0,1409.0,56.0,139824.0,26506.0,5275091.0,Africa,710.0,17942.0,38.0,264.0,2022-05-03,LBR
202,Chad,7412.0,,193.0,,4874.0,,2345.0,,429.0,11.0,191341.0,11068.0,17287744.0,Africa,2332.0,89574.0,90.0,136.0,2022-05-03,TCD
203,St. Vincent Grenadines,6786.0,,106.0,,6641.0,,39.0,,60815.0,950.0,98944.0,886714.0,111585.0,North America,16.0,1053.0,1.0,350.0,2022-05-03,VCT
204,British Virgin Islands,6355.0,,62.0,,,,,1.0,207687.0,2026.0,103049.0,3367724.0,30599.0,North America,5.0,494.0,0.0,3366.0,2022-05-03,VGB
205,Sao Tome and Principe,5964.0,,73.0,,5884.0,,7.0,,26319.0,322.0,29036.0,128135.0,226604.0,Africa,38.0,3104.0,8.0,31.0,2022-05-03,STP
206,Turks and Caicos,5963.0,32.0,36.0,,5862.0,56.0,65.0,4.0,150296.0,907.0,488787.0,12319773.0,39675.0,North America,7.0,1102.0,0.0,1638.0,2022-05-03,TCA
207,Saint Kitts and Nevis,5566.0,,43.0,,5519.0,,4.0,,103290.0,798.0,70707.0,1312135.0,53887.0,North America,10.0,1253.0,1.0,74.0,2022-05-03,KNA
208,Cook Islands,5116.0,84.0,1.0,,4863.0,78.0,252.0,,290797.0,57.0,16762.0,952765.0,17593.0,Australia/Oceania,3.0,17593.0,1.0,14324.0,2022-05-03,COK
209,Palau,4610.0,80.0,6.0,,3984.0,59.0,620.0,1.0,252575.0,329.0,46016.0,2521148.0,18252.0,Australia/Oceania,4.0,3042.0,0.0,33969.0,2022-05-03,PLW
210,St. Barth,4544.0,,6.0,,,,,,457511.0,604.0,78646.0,7918445.0,9932.0,North America,2.0,1655.0,0.0,410391.0,2022-05-03,BLM
211,Kiribati,3084.0,,13.0,,2601.0,,470.0,3.0,25114.0,106.0,,,122802.0,Australia/Oceania,40.0,9446.0,,3827.0,2022-05-03,KIR
212,Anguilla,2788.0,,9.0,,2766.0,,13.0,4.0,182844.0,590.0,51382.0,3369753.0,15248.0,North America,5.0,1694.0,0.0,853.0,2022-05-03,AIA
213,Saint Pierre Miquelon,2701.0,,1.0,,2449.0,,251.0,1.0,470394.0,174.0,23446.0,4083246.0,5742.0,North America,2.0,5742.0,0.0,43713.0,2022-05-03,SPM
214,Diamond Princess,712.0,,13.0,,699.0,,0.0,,,,,,,,,,,,2022-05-03,
215,Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41732.0,643.0,20508.0,1885100.0,10879.0,Australia/Oceania,24.0,1554.0,1.0,827.0,2022-05-03,WLF
216,Montserrat,273.0,,2.0,,181.0,,90.0,,54622.0,400.0,10135.0,2027811.0,4998.0,North America,18.0,2499.0,0.0,18007.0,2022-05-03,MSR
217,Falkland Islands,128.0,,,,,,,,34925.0,,8632.0,2355252.0,3665.0,South America,29.0,,0.0,1091.0,2022-05-03,
218,Macao,82.0,,,,82.0,,0.0,,123.0,,5375.0,8076.0,665529.0,Asia,8116.0,,124.0,,2022-05-03,MAC
219,Vatican City,29.0,,,,29.0,,0.0,,36025.0,,,,805.0,Europe,28.0,,,,2022-05-03,
220,Marshall Islands,17.0,,,,14.0,,3.0,,284.0,,,,59921.0,Australia/Oceania,3525.0,,,50.0,2022-05-03,
221,Western Sahara,10.0,,1.0,,9.0,,0.0,,16.0,2.0,,,624198.0,Africa,62420.0,624198.0,,,2022-05-03,ESH
222,MS Zaandam,9.0,,2.0,,7.0,,0.0,,,,,,,,,,,,2022-05-03,
223,Niue,9.0,,,,7.0,,2.0,,5468.0,,,,1646.0,Australia/Oceania,183.0,,,1215.0,2022-05-03,
224,Micronesia,7.0,,,,1.0,,6.0,,60.0,,,,117229.0,Australia/Oceania,16747.0,,,51.0,2022-05-03,
225,Nauru,5.0,,,,3.0,,2.0,,457.0,,,,10949.0,Australia/Oceania,2190.0,,,183.0,2022-05-03,
226,Saint Helena,2.0,,,,2.0,,0.0,,327.0,,,,6110.0,Africa,3055.0,,,,2022-05-03,
227,China,217836.0,384.0,5112.0,20.0,196458.0,4271.0,16266.0,615.0,151.0,4.0,160000000.0,111163.0,1439323776.0,Asia,6607.0,281558.0,9.0,11.0,2022-05-03,CHN
228,USA,83240101.0,71798.0,1021581.0,305.0,80795416.0,38675.0,1423104.0,1591.0,248805.0,3054.0,1007292521.0,3010803.0,334559397.0,North America,4.0,327.0,0.0,4254.0,2022-05-04,USA
229,India,43088401.0,2992.0,523889.0,55.0,42541887.0,3010.0,22625.0,698.0,30671.0,373.0,838628250.0,596946.0,1404865590.0,Asia,33.0,2682.0,2.0,16.0,2022-05-04,IND
230,Brazil,30482429.0,20072.0,663765.0,51.0,29585304.0,17068.0,233360.0,8318.0,141563.0,3083.0,63776166.0,296181.0,215328161.0,South America,7.0,324.0,3.0,1084.0,2022-05-04,BRA
231,France,28757765.0,47925.0,146262.0,114.0,27163913.0,137222.0,1447590.0,1511.0,438794.0,2232.0,269816888.0,4116942.0,65538174.0,Europe,2.0,448.0,0.0,22088.0,2022-05-04,FRA
232,Germany,24949403.0,166960.0,136183.0,222.0,22658600.0,182700.0,2154620.0,1446.0,296048.0,1616.0,122332384.0,1451588.0,84274849.0,Europe,3.0,619.0,1.0,25567.0,2022-05-04,DEU
233,UK,22073858.0,8447.0,175319.0,227.0,21357816.0,38508.0,540723.0,302.0,322061.0,2558.0,517337635.0,7548025.0,68539470.0,Europe,3.0,391.0,0.0,7889.0,2022-05-04,GBR
234,Russia,18201074.0,5093.0,376292.0,129.0,17563272.0,6664.0,261510.0,2300.0,124623.0,2576.0,273400000.0,1871973.0,146049122.0,Europe,8.0,388.0,1.0,1791.0,2022-05-04,RUS
235,S. Korea,17346753.0,49038.0,23007.0,72.0,,,,417.0,337814.0,448.0,15804065.0,307771.0,51350034.0,Asia,3.0,2232.0,3.0,318485.0,2022-05-04,KOR
236,Italy,16586268.0,47039.0,163889.0,152.0,15222419.0,60381.0,1199960.0,366.0,275067.0,2718.0,214594775.0,3558849.0,60298927.0,Europe,4.0,368.0,0.0,19900.0,2022-05-04,ITA
237,Turkey,15036110.0,1132.0,98801.0,7.0,14932844.0,1185.0,4465.0,975.0,174834.0,1149.0,159323561.0,1852557.0,86001990.0,Asia,6.0,870.0,1.0,52.0,2022-05-04,TUR
238,Spain,11953481.0,,104668.0,,11446906.0,,401907.0,339.0,255482.0,2237.0,471036328.0,10067469.0,46787961.0,Europe,4.0,447.0,0.0,8590.0,2022-05-04,ESP
239,Vietnam,10659358.0,3088.0,43044.0,3.0,9267281.0,42055.0,1349033.0,475.0,107732.0,435.0,85801758.0,867180.0,98943426.0,Asia,9.0,2299.0,1.0,13634.0,2022-05-04,VNM
240,Argentina,9083673.0,,128653.0,,8895999.0,,59021.0,372.0,197661.0,2799.0,35716069.0,777184.0,45955722.0,South America,5.0,357.0,1.0,1284.0,2022-05-04,ARG
241,Netherlands,8053048.0,1679.0,22262.0,4.0,7886445.0,12318.0,144341.0,71.0,468082.0,1294.0,21107399.0,1226865.0,17204344.0,Europe,2.0,773.0,1.0,8390.0,2022-05-04,NLD
242,Japan,7925130.0,27062.0,29631.0,52.0,7517841.0,33437.0,377658.0,160.0,63014.0,236.0,48945912.0,389179.0,125767073.0,Asia,16.0,4244.0,3.0,3003.0,2022-05-04,JPN
243,Iran,7223576.0,252.0,141131.0,7.0,6992001.0,2856.0,90444.0,1062.0,84031.0,1642.0,50914586.0,592286.0,85962785.0,Asia,12.0,609.0,2.0,1052.0,2022-05-04,IRN
244,Colombia,6092667.0,,139797.0,,5926476.0,,26394.0,342.0,117445.0,2695.0,34465052.0,664365.0,51876660.0,South America,9.0,371.0,2.0,509.0,2022-05-04,COL
245,Indonesia,6047315.0,176.0,156305.0,16.0,5884059.0,266.0,6951.0,2771.0,21689.0,561.0,95739932.0,343371.0,278823441.0,Asia,46.0,1784.0,3.0,25.0,2022-05-04,IDN
246,Australia,6029879.0,46001.0,7310.0,56.0,5658513.0,38335.0,364056.0,143.0,231544.0,281.0,69540042.0,2670302.0,26042010.0,Australia/Oceania,4.0,3563.0,0.0,13980.0,2022-05-04,AUS
247,Poland,5997825.0,172.0,116069.0,1.0,5334769.0,,546987.0,1321.0,158796.0,3073.0,36116043.0,956193.0,37770661.0,Europe,6.0,325.0,1.0,14482.0,2022-05-04,POL
248,Mexico,5740080.0,,324350.0,,5039624.0,,376106.0,4798.0,43679.0,2468.0,15801675.0,120243.0,131414920.0,North America,23.0,405.0,8.0,2862.0,2022-05-04,MEX
249,Ukraine,5002870.0,,108411.0,,,,,177.0,115667.0,2506.0,19521252.0,451333.0,43252408.0,Europe,9.0,399.0,2.0,19339.0,2022-05-04,UKR
250,Malaysia,4451781.0,1054.0,35564.0,3.0,4384384.0,4107.0,31833.0,69.0,134390.0,1074.0,58847274.0,1776477.0,33125821.0,Asia,7.0,931.0,1.0,961.0,2022-05-04,MYS
251,Thailand,4281536.0,9288.0,28781.0,82.0,4134191.0,19119.0,118564.0,1496.0,61059.0,410.0,17270775.0,246300.0,70120917.0,Asia,16.0,2436.0,4.0,1691.0,2022-05-04,THA
252,Austria,4154244.0,6760.0,18183.0,17.0,4063754.0,6978.0,72307.0,80.0,456482.0,1998.0,183321889.0,20144014.0,9100564.0,Europe,2.0,500.0,0.0,7945.0,2022-05-04,AUT
253,Israel,4082961.0,2457.0,10699.0,,4048807.0,3798.0,23455.0,220.0,437804.0,1147.0,41373364.0,4436346.0,9326000.0,Asia,2.0,872.0,0.0,2515.0,2022-05-04,ISR
254,Belgium,4071279.0,,31494.0,,3839733.0,,200052.0,131.0,348507.0,2696.0,33643042.0,2879892.0,11682049.0,Europe,3.0,371.0,0.0,17125.0,2022-05-04,BEL
255,Czechia,3907793.0,1371.0,40175.0,5.0,3855944.0,885.0,11674.0,30.0,363672.0,3739.0,55226142.0,5139521.0,10745386.0,Europe,3.0,267.0,0.0,1086.0,2022-05-04,CZE
256,Portugal,3853800.0,,22280.0,,,,,61.0,379975.0,2197.0,41376874.0,4079660.0,10142236.0,Europe,3.0,455.0,0.0,94195.0,2022-05-04,PRT
257,South Africa,3802198.0,6170.0,100377.0,30.0,3661635.0,1518.0,40186.0,192.0,62661.0,1654.0,24527102.0,404212.0,60678820.0,Africa,16.0,605.0,2.0,662.0,2022-05-04,ZAF
258,Canada,3760414.0,10199.0,39350.0,129.0,3464666.0,3565.0,256398.0,468.0,98059.0,1026.0,61020893.0,1591219.0,38348530.0,North America,10.0,975.0,1.0,6686.0,2022-05-04,CAN
259,Philippines,3686216.0,159.0,60412.0,27.0,3620659.0,585.0,5145.0,289.0,32838.0,538.0,29618635.0,263855.0,112253430.0,Asia,30.0,1858.0,4.0,46.0,2022-05-04,PHL
260,Switzerland,3619035.0,,13865.0,,3489351.0,,115819.0,69.0,412633.0,1581.0,20851897.0,2377477.0,8770600.0,Europe,2.0,633.0,0.0,13205.0,2022-05-04,CHE
261,Peru,3567171.0,692.0,212877.0,14.0,,,,295.0,105496.0,6296.0,29912021.0,884620.0,33813403.0,South America,9.0,159.0,1.0,48313.0,2022-05-04,PER
262,Chile,3563650.0,2533.0,57544.0,36.0,3429112.0,3257.0,76994.0,206.0,183534.0,2964.0,37105587.0,1910996.0,19416886.0,South America,5.0,337.0,1.0,3965.0,2022-05-04,CHL
263,Greece,3335550.0,8015.0,29249.0,35.0,3237163.0,,69138.0,240.0,322906.0,2832.0,79994784.0,7744095.0,10329778.0,Europe,3.0,353.0,0.0,6693.0,2022-05-04,GRC
264,Denmark,2968301.0,893.0,6191.0,16.0,2946068.0,2169.0,16042.0,8.0,509179.0,1062.0,127244848.0,21827451.0,5829579.0,Europe,2.0,942.0,0.0,2752.0,2022-05-04,DNK
265,Romania,2896012.0,831.0,65510.0,8.0,2606660.0,,223842.0,193.0,152401.0,3447.0,22750156.0,1197214.0,19002587.0,Europe,7.0,290.0,1.0,11780.0,2022-05-04,ROU
266,Sweden,2500917.0,,18739.0,,2470701.0,511.0,11477.0,21.0,244836.0,1835.0,18513445.0,1812439.0,10214660.0,Europe,4.0,545.0,1.0,1124.0,2022-05-04,SWE
267,Iraq,2325287.0,65.0,25212.0,,2298392.0,179.0,1683.0,12.0,55528.0,602.0,18485010.0,441425.0,41875787.0,Asia,18.0,1661.0,2.0,40.0,2022-05-04,IRQ
268,Serbia,2007554.0,589.0,16007.0,6.0,1978619.0,,12928.0,23.0,231475.0,1846.0,9504063.0,1095836.0,8672891.0,Europe,4.0,542.0,1.0,1491.0,2022-05-04,SRB
269,Bangladesh,1952733.0,10.0,29127.0,,1896279.0,252.0,27327.0,1297.0,11644.0,174.0,13997272.0,83468.0,167695887.0,Asia,86.0,5757.0,12.0,163.0,2022-05-04,BGD
270,Hungary,1903200.0,,46266.0,,1808061.0,,48873.0,40.0,197932.0,4812.0,11355462.0,1180965.0,9615407.0,Europe,5.0,208.0,1.0,5083.0,2022-05-04,HUN
271,Slovakia,1782607.0,746.0,19938.0,5.0,1746031.0,2076.0,16638.0,70.0,326217.0,3649.0,7099765.0,1299255.0,5464488.0,Europe,3.0,274.0,1.0,3045.0,2022-05-04,SVK
272,Jordan,1694216.0,,14048.0,,1678941.0,,1227.0,124.0,163082.0,1352.0,16670254.0,1604647.0,10388738.0,Asia,6.0,740.0,1.0,118.0,2022-05-04,JOR
273,Georgia,1655221.0,,16811.0,,1637293.0,,1117.0,,416393.0,4229.0,16920079.0,4256477.0,3975137.0,Asia,2.0,236.0,0.0,281.0,2022-05-04,GEO
274,Pakistan,1528564.0,39.0,30372.0,,1494141.0,,4051.0,110.0,6682.0,133.0,28202655.0,123290.0,228749669.0,Asia,150.0,7532.0,8.0,18.0,2022-05-04,PAK
275,Ireland,1519296.0,1031.0,7092.0,11.0,1464123.0,3159.0,48081.0,39.0,301516.0,1407.0,12081430.0,2397655.0,5038852.0,Europe,3.0,710.0,0.0,9542.0,2022-05-04,IRL
276,Norway,1426798.0,350.0,2932.0,,,,,20.0,259469.0,533.0,11002430.0,2000835.0,5498919.0,Europe,4.0,1875.0,0.0,242759.0,2022-05-04,NOR
277,Kazakhstan,1305551.0,6.0,13660.0,,1291101.0,26.0,790.0,24.0,68039.0,712.0,11575012.0,603235.0,19188238.0,Asia,15.0,1405.0,2.0,41.0,2022-05-04,KAZ
278,Hong Kong,1205083.0,313.0,9325.0,3.0,,,,5.0,158388.0,1226.0,44972952.0,5910934.0,7608434.0,Asia,6.0,816.0,0.0,155423.0,2022-05-04,HKG
279,Singapore,1202546.0,1638.0,1338.0,2.0,1140531.0,1811.0,60677.0,5.0,202631.0,225.0,23767171.0,4004812.0,5934653.0,Asia,5.0,4435.0,0.0,10224.0,2022-05-04,SGP
280,Morocco,1165004.0,22.0,16069.0,,1148595.0,66.0,340.0,293.0,30892.0,426.0,11237010.0,297968.0,37712192.0,Africa,32.0,2347.0,3.0,9.0,2022-05-04,MAR
